O*NET-SOC Code,Title,Reported Job Title,Shown in My Next Move
15-2041.00,Statisticians,Private Statistical/Psychometric Consultant,N
15-2041.00,Statisticians,Program Research Specialist,N
15-2041.00,Statisticians,Senior Statistician,Y
15-2041.00,Statisticians,Statistical Analyst,Y
15-2041.00,Statisticians,Statistician,Y
15-2041.00,Statisticians,Statistician (Demographer),N
15-2041.00,Statisticians,Trend Investigator,Y
15-2041.01,Biostatisticians,Associate Director of Biostatistics,Y
15-2041.01,Biostatisticians,Biostatistician,Y
15-2041.01,Biostatisticians,Biostatistics Director,Y
15-2041.01,Biostatisticians,Consultant/Associate Professor of Biostatistics,N
15-2041.01,Biostatisticians,Principal Biostatistician,N
15-2041.01,Biostatisticians,Principal Statistical Scientist,N
15-2041.01,Biostatisticians,Professor of Biostatistics,Y
15-2041.01,Biostatisticians,Research Associate Professor,N
15-2041.01,Biostatisticians,Research Scientist,N
15-2041.01,Biostatisticians,Senior Biostatistician/Group Leader,N
15-2041.02,Clinical Data Managers,Clinical Data Management Associate Director,Y
15-2041.02,Clinical Data Managers,Clinical Data Management Manager (CDM Manager),Y
15-2041.02,Clinical Data Managers,Clinical Data Manager,Y
15-2041.02,Clinical Data Managers,Data Management Manager,Y
17-1011.00,"Architects, Except Landscape and Naval",Architect,Y
17-1011.00,"Architects, Except Landscape and Naval",Architectural Project Manager,Y
17-1011.00,"Architects, Except Landscape and Naval",Design Architect,N
17-1011.00,"Architects, Except Landscape and Naval",Principal Architect,N
17-1011.00,"Architects, Except Landscape and Naval","Principal, Architectural Firm",N
17-1011.00,"Architects, Except Landscape and Naval",Project Architect,Y
17-1011.00,"Architects, Except Landscape and Naval",Senior Architect/Design Manager,N
17-1011.00,"Architects, Except Landscape and Naval",Senior Architectural Designer,Y
17-1011.00,"Architects, Except Landscape and Naval",Senior Planner,N
17-1011.00,"Architects, Except Landscape and Naval",Specifications Writer,N
17-1012.00,Landscape Architects,Designer,N
17-1012.00,Landscape Architects,Director of Landscape Architecture and Planning,Y
17-1012.00,Landscape Architects,Golf Course Architect,Y
17-1012.00,Landscape Architects,Land Planner,Y
17-1012.00,Landscape Architects,Landscape Architect,Y
17-1012.00,Landscape Architects,Landscape Architect and Planner,N
17-1012.00,Landscape Architects,Landscape Designer,N
17-1012.00,Landscape Architects,Planner,N
17-1012.00,Landscape Architects,Project Landscape Architect,N
17-1012.00,Landscape Architects,Senior Landscape Architect,N
17-1021.00,Cartographers and Photogrammetrists,Cartographer,Y
17-1021.00,Cartographers and Photogrammetrists,Compiler,Y
17-1021.00,Cartographers and Photogrammetrists,Digital Cartographer,N
17-1021.00,Cartographers and Photogrammetrists,Geographic Information Systems Specialist (GIS Specialist),N
17-1021.00,Cartographers and Photogrammetrists,GIS Analyst (Geographic Information Systems Analyst),N
17-1021.00,Cartographers and Photogrammetrists,Photogrammetric Technician,Y
17-1021.00,Cartographers and Photogrammetrists,Photogrammetrist,Y
17-1021.00,Cartographers and Photogrammetrists,Production Manager,N
17-1021.00,Cartographers and Photogrammetrists,Stereo Compiler,N
17-1021.00,Cartographers and Photogrammetrists,Stereoplotter Operator,N
17-1022.00,Surveyors,County Surveyor,Y
17-1022.00,Surveyors,Engineer,N
17-1022.00,Surveyors,Engineering Technician,N
17-1022.00,Surveyors,Geodesist,N
17-1022.00,Surveyors,Land Surveyor,Y
17-1022.00,Surveyors,Licensed Land Surveyor,N
17-1022.00,Surveyors,Mine Surveyor,N
17-1022.00,Surveyors,Professional Land Surveyor,N
17-1022.00,Surveyors,Survey Party Chief,Y
17-1022.00,Surveyors,Surveyor,Y
17-1022.01,Geodetic Surveyors,Geodetic Advisor,Y
17-1022.01,Geodetic Surveyors,Professor,Y
17-1022.01,Geodetic Surveyors,Survey Director,Y
17-2011.00,Aerospace Engineers,Aeronautical Engineer,N
17-2011.00,Aerospace Engineers,Aerospace Engineer,Y
17-2011.00,Aerospace Engineers,Aerospace Stress Engineer,N
17-2011.00,Aerospace Engineers,Avionics Engineer,N
17-2011.00,Aerospace Engineers,Design Engineer,Y
17-2011.00,Aerospace Engineers,Flight Controls Engineer,N
17-2011.00,Aerospace Engineers,Flight Test Engineer,Y
17-2011.00,Aerospace Engineers,Structural Analysis Engineer,N
17-2011.00,Aerospace Engineers,Systems Engineer,Y
17-2011.00,Aerospace Engineers,Test Engineer,N
17-2021.00,Agricultural Engineers,Agricultural Engineer,Y
17-2021.00,Agricultural Engineers,Agricultural Safety and Health Program Director,N
17-2021.00,Agricultural Engineers,Agricultural Systems Specialist,N
17-2021.00,Agricultural Engineers,Assistant Professor,N
17-2021.00,Agricultural Engineers,Conservation Engineer,N
17-2021.00,Agricultural Engineers,Engineer,Y
17-2021.00,Agricultural Engineers,Professor,Y
17-2021.00,Agricultural Engineers,Project Engineer,Y
17-2021.00,Agricultural Engineers,Research Agricultural Engineer,N
17-2021.00,Agricultural Engineers,Research Leader,N
17-2031.00,Biomedical Engineers,Biomedical Electronics Technician,Y
17-2031.00,Biomedical Engineers,Biomedical Engineer,Y
17-2031.00,Biomedical Engineers,Biomedical Engineering Director,N
17-2031.00,Biomedical Engineers,Biomedical Engineering Technician,N
17-2031.00,Biomedical Engineers,Biomedical Equipment Technician (BMET),Y
17-2031.00,Biomedical Engineers,Biomedical Manager,N
17-2031.00,Biomedical Engineers,Biomedical Technician,Y
17-2031.00,Biomedical Engineers,Clinical Engineer,N
17-2031.00,Biomedical Engineers,Professor,N
17-2031.00,Biomedical Engineers,Research Engineer,N
17-2041.00,Chemical Engineers,Chemical Engineer,Y
17-2041.00,Chemical Engineers,Development Engineer,N
17-2041.00,Chemical Engineers,Engineer,Y
17-2041.00,Chemical Engineers,Engineering Scientist,N
17-2041.00,Chemical Engineers,Process Control Engineer,N
17-2041.00,Chemical Engineers,Process Development Engineer,N
17-2041.00,Chemical Engineers,Process Engineer,Y
17-2041.00,Chemical Engineers,Project Engineer,N
17-2041.00,Chemical Engineers,Refinery Process Engineer,N
17-2041.00,Chemical Engineers,Scientist,Y
17-2051.00,Civil Engineers,Bridge/Structure Inspection Team Leader,Y
17-2051.00,Civil Engineers,City Engineer,N
17-2051.00,Civil Engineers,Civil Engineer,N
17-2051.00,Civil Engineers,Civil Engineering Manager,N
17-2051.00,Civil Engineers,County Engineer,Y
17-2051.00,Civil Engineers,Design Engineer,N
17-2051.00,Civil Engineers,Project Engineer,N
17-2051.00,Civil Engineers,Railroad Design Consultant,Y
17-2051.00,Civil Engineers,Structural Engineer,Y
17-2051.00,Civil Engineers,Traffic Engineer,N
17-2051.01,Transportation Engineers,Project Manager,Y
17-2051.01,Transportation Engineers,Traffic Operations Engineer,Y
17-2051.01,Transportation Engineers,Transportation Engineer,Y
17-2061.00,Computer Hardware Engineers,Design Engineer,Y
17-2061.00,Computer Hardware Engineers,Engineer,Y
17-2061.00,Computer Hardware Engineers,Field Service Engineer,N
17-2061.00,Computer Hardware Engineers,Hardware Design Engineer,N
17-2061.00,Computer Hardware Engineers,Hardware Engineer,Y
17-2061.00,Computer Hardware Engineers,Network Engineer,N
17-2061.00,Computer Hardware Engineers,Project Engineer,N
17-2061.00,Computer Hardware Engineers,Senior Hardware Engineer,N
17-2061.00,Computer Hardware Engineers,Systems Engineer,Y
17-2061.00,Computer Hardware Engineers,Systems Integration Engineer,N
17-2071.00,Electrical Engineers,Circuits Engineer,N
17-2071.00,Electrical Engineers,Design Engineer,Y
17-2071.00,Electrical Engineers,Electrical Controls Engineer,N
17-2071.00,Electrical Engineers,Electrical Design Engineer,N
17-2071.00,Electrical Engineers,Electrical Engineer,Y
17-2071.00,Electrical Engineers,Electrical Project Engineer,N
17-2071.00,Electrical Engineers,Instrumentation and Electrical Reliability Engineer (I&E Reliability Engineer),N
17-2071.00,Electrical Engineers,Power Systems Engineer,N
17-2071.00,Electrical Engineers,Project Engineer,Y
17-2071.00,Electrical Engineers,Test Engineer,Y
17-2072.00,"Electronics Engineers, Except Computer",Design Engineer,Y
17-2072.00,"Electronics Engineers, Except Computer",Electronics Design Engineer,N
17-2072.00,"Electronics Engineers, Except Computer",Engineering Manager,Y
17-2072.00,"Electronics Engineers, Except Computer",Evaluation Engineer,N
17-2072.00,"Electronics Engineers, Except Computer",Integrated Circuit Design Engineer (IC Design Engineer),N
17-2072.00,"Electronics Engineers, Except Computer",Product Engineer,Y
17-2072.00,"Electronics Engineers, Except Computer",Radio Frequency Engineer (RF Engineer),N
17-2072.00,"Electronics Engineers, Except Computer",Research and Development Engineer (R&D Engineer),N
17-2072.00,"Electronics Engineers, Except Computer",Test Engineer,Y
17-2072.00,"Electronics Engineers, Except Computer",Test Engineering Manager,N
17-2072.01,Radio Frequency Identification Device Specialists,Deployment Engineer,Y
17-2072.01,Radio Frequency Identification Device Specialists,Electro Magnetic Compatibility Test Engineer,N
17-2072.01,Radio Frequency Identification Device Specialists,Emerging Technologies Director,N
17-2072.01,Radio Frequency Identification Device Specialists,Engineering and Development Director,N
17-2072.01,Radio Frequency Identification Device Specialists,Engineering Director,Y
17-2072.01,Radio Frequency Identification Device Specialists,Quality Director,N
17-2072.01,Radio Frequency Identification Device Specialists,RFID Engineer (Radio Frequency Identification Device Engineer),Y
17-2072.01,Radio Frequency Identification Device Specialists,RFID Manager (Radio Frequency Identification Device Manager),N
17-2072.01,Radio Frequency Identification Device Specialists,RFID Systems Engineer (Radio Frequency Identification Device Systems Engineer),Y
17-2072.01,Radio Frequency Identification Device Specialists,Technical Support Engineer,N
17-2081.00,Environmental Engineers,Air Pollution Control Engineer,N
17-2081.00,Environmental Engineers,"Chief, Pesticides and Toxic Substances Branch",Y
17-2081.00,Environmental Engineers,Environmental Analyst,N
17-2081.00,Environmental Engineers,Environmental Engineer,Y
17-2081.00,Environmental Engineers,Environmental Remediation Specialist,N
17-2081.00,Environmental Engineers,Global Director Air and Climate Change,Y
17-2081.00,Environmental Engineers,Hazardous Substances Engineer,N
17-2081.00,Environmental Engineers,Marine Engineer CPVEC (Marine Engineer Commercial Passenger Vessel Environmental Compliance),N
17-2081.00,Environmental Engineers,Regulatory Environmental Compliance Manager,N
17-2081.00,Environmental Engineers,Sanitary Engineer,Y
17-2081.01,Water/Wastewater Engineers,Acting Section Chief,Y
17-2081.01,Water/Wastewater Engineers,Assistant County Engineer,Y
17-2081.01,Water/Wastewater Engineers,Director Water and Waste Services,Y
17-2081.01,Water/Wastewater Engineers,Engineer and Geologist,Y
17-2081.01,Water/Wastewater Engineers,Principal Consulting Engineer,N
17-2081.01,Water/Wastewater Engineers,Principal Technologist,N
17-2081.01,Water/Wastewater Engineers,Program Manager,N
17-2081.01,Water/Wastewater Engineers,Project Manager/Design Manager,N
17-2081.01,Water/Wastewater Engineers,Surface Water Manager,N
17-2081.01,Water/Wastewater Engineers,Water Reuse Program Manager,N
17-2111.01,Industrial Safety and Health Engineers,Chief Security and Safety Officer (CSO),Y
17-2111.01,Industrial Safety and Health Engineers,"Corporate Health, Safety, and Occupational Toxicology Director",Y
17-2111.01,Industrial Safety and Health Engineers,"Corporate Health, Safety, and Security Manager",N
17-2111.01,Industrial Safety and Health Engineers,"Environmental Affairs, Safety, and Security Manager",N
17-2111.01,Industrial Safety and Health Engineers,Environmental Health and Safety Director (EHS Director),N
17-2111.01,Industrial Safety and Health Engineers,Environmental Safety Specialist,N
17-2111.01,Industrial Safety and Health Engineers,Health and Safety Manager,N
17-2111.01,Industrial Safety and Health Engineers,"Health, Safety, and Environment Manager",N
17-2111.01,Industrial Safety and Health Engineers,Safety and Health Consultant,Y
17-2111.01,Industrial Safety and Health Engineers,"Safety, Health, and Environment Vice President",Y
17-2111.02,Fire-Prevention and Protection Engineers,Chief Engineer,N
17-2111.02,Fire-Prevention and Protection Engineers,Consulting Engineer,N
17-2111.02,Fire-Prevention and Protection Engineers,Design Director,N
17-2111.02,Fire-Prevention and Protection Engineers,Engineer,Y
17-2111.02,Fire-Prevention and Protection Engineers,Fire Protection Engineer,Y
17-2111.02,Fire-Prevention and Protection Engineers,Fire Protection Engineer and Code Consultant (FP Engineer and Code Consultant),N
17-2111.02,Fire-Prevention and Protection Engineers,Lead Fire Protection Engineer,N
17-2111.02,Fire-Prevention and Protection Engineers,Loss Control Manager,Y
17-2111.02,Fire-Prevention and Protection Engineers,Senior Engineer,Y
17-2111.02,Fire-Prevention and Protection Engineers,Senior Fire Protection Engineer,N
17-2111.03,Product Safety Engineers,Engineer,Y
17-2111.03,Product Safety Engineers,Extra Vehicular Activity Safety Engineer (EVA Engineer),N
17-2111.03,Product Safety Engineers,Product Safety Consultant,Y
17-2111.03,Product Safety Engineers,Product Safety Coordinator,N
17-2111.03,Product Safety Engineers,Product Safety Engineer,Y
17-2111.03,Product Safety Engineers,Product Safety Manager,Y
17-2111.03,Product Safety Engineers,System Safety Engineer,N
17-2112.00,Industrial Engineers,Engineer,Y
